index,Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,Tortured,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
559,5/7/04,Waldemar Milewicz,Male,Iraq,TVP,Poland,Television,Broadcast,War,No,Foreign,Political Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
560,5/7/04,Mounir Bouamrane,Male,Iraq,TVP,Iraq,Television,Broadcast,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
561,5/9/04,Adlan Khasanov,Male,Russia,Reuters,Russia,Television,Camera Operator,"Politics, War",No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
562,5/21/04,Rashid Hamid Wali,Male,Iraq,Al-Jazeera,Iraq,Television,Camera Operator,War,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
563,5/27/04,Shinsuke Hashida,Male,Iraq,freelance,Japan,Print,Print Reporter,War,Yes,Foreign,Political Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
564,5/27/04,Kotaro Ogawa,Male,Iraq,freelance,Japan,Print,Print Reporter,War,Yes,Foreign,Political Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
565,5/27/04,Mohamed Najmedin,,Iraq,freelance,Iraqi,,,,,,,,,,,,,,,,,,,,
566,5/28/04,Dusko Jovanovic,Male,Serbia,Dan,Serbia/Montenegro,Print,Editor,"Crime, Politics",No,Local,Government Officials,Murder,Partial,No,Yes,No,,,,,,,,,
567,5/29/04,Mahmood Daoud,,Iraq,Al-Sabah al-Jedid,Iraqi,,,,,,,,,,,,,,,,,,,,
568,5/29/04,Samya Abdel Jabar,,Iraq,Al-Sabah al-Jedid,Iraqi,,,,,,,,,,,,,,,,,,,,
569,5/31/04,Aiyathurai Nadesan,Male,Sri Lanka,Virakesari,Sri Lanka,Print,Print Reporter,"Corruption, Human Rights, Politics",No,Local,Military Officials,Murder,Yes,No,Yes,No,,,,,,,,,
570,6/1/04,Sahar Saad Eddine al-Nuaimi ,,Iraq,freelance,,,,,,,,,,,,,,,,,,,,,
571,6/6/04,Simon Cumbers,Male,Saudi Arabia,BBC,Ireland,Television,Camera Operator,Politics,Yes,Foreign,Political Group,Murder,Partial,No,No,No,,,,,,,,,
572,6/17/04,Elpidio Binoya,Male,Philippines,Radyo Natin,Philippines,Radio,Columnist,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,Yes,,,,,,,,,
573,6/22/04,Francisco Javier Ortiz Franco,Male,Mexico,Zeta,Mexico,Print,Editor,Crime,No,Local,Criminal Group,Murder,Yes,No,No,No,,,,,,,,,
574,6/27/04,Humayun Kabir,Male,Bangladesh,Janmabhumi,Bangladesh,Print,Editor,"Corruption, Crime",No,Local,Political Group,Murder,Partial,No,Yes,No,,,,,,,,,
575,7/9/04,Paul Klebnikov,Male,Russia,Forbes Russia,United States,Print,Editor,"Business, Corruption, Crime",No,Foreign,Criminal Group,Murder,Yes,No,No,No,,,,,,,,,
576,7/20/04,Askhat Sharipjanov,,Kazakhstan,Navigator,,,,,,,,,,,,,,,,,,,,,
577,7/31/04,"Rogelio ""Roger"" Mariano",Male,Philippines,Radyo Natin-Aksyon Radyo,Philippines,Radio,Columnist,"Corruption, Crime",No,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
578,8/5/04,Arnnel Manalo,Male,Philippines,Bulgar and DZRH Radio,Philippines,"Print, Radio","Broadcast, Print Reporter","Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
579,8/11/04,Dekendra Raj Thapa,Male,Nepal,Radio Nepal,Nepal,Radio,Broadcast,"Human Rights, Politics",No,Local,Political Group,Murder,Partial,Yes,No,No,,,,,,,,,
580,8/12/04,Fernando Consignado,,Philippines,Radio Veritas,,,,,,,,,,,,,,,,,,,,,
581,8/15/04,Mahmoud Hamid Abbas,Male,Iraq,Zweites Deutsches Fernsehen,Iraq,Television,Camera Operator,War,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
582,8/16/04,Bala Nadarajah Iyer,Male,Sri Lanka,Thinamurasu and Thinakaran,Sri Lanka,Print,Print Reporter,"Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
583,8/22/04,Kamal Hossain,Male,Bangladesh,Ajker Kagoj,Bangadesh,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,Yes,Yes,No,,,,,,,,,
584,8/26/04,Enzo Baldoni,Male,Iraq,freelance,Italy,Print,Print Reporter,War,Yes,Foreign,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
585,8/28/04,Unidentified ,,Iraq,Freelance,Iraqi,,,,,,,,,,,,,,,,,,,,
586,8/31/04,Francisco Arratia Saldierna,Male,Mexico,freelance,Mexico,"Print, Internet",Columnist,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,Yes,No,Yes,,,,,,,,,
587,9/2/04,Ismail Taher Mohsin,,Iraq,The Associated Press,Iraqi,,,,,,,,,,,,,,,,,,,,
588,9/12/04,Mazen al-Tumeizi,Male,Iraq,Al-Arabiya,Iraq,Television,Broadcast,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
589,9/29/04,Romeo (or Romy) Binungcal,Male,Philippines,Remate and Bulgar,Philippines,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
590,10/2/04,Diponkar Chakrabarty,,Bangladesh,Durjoy Bangla,,,,,,,,,,,,,,,,,,,,,
591,10/7/04,Ahmed Jassem,,Iraq,Nineveh Television,Iraqi,,,,,,,,,,,,,,,,,,,,
592,10/14/04,Dina Mohammed Hassan,Male,Iraq,Al-Hurriya,Iraq,Television,Broadcast,"Culture, Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
593,10/14/04,Karam Hussein,Male,Iraq,European Pressphoto Agency,Iraq,Print,Photographer,War,No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
594,10/19/04,Eldy Sablas (aka Eldy Gabinales),Male,Philippines,Radio DXJR-FM,Philippines,Radio,Broadcast,Crime,No,Local,Criminal Group,Murder,Yes,No,No,No,,,,,,,,,
595,10/20/04,Veronika Cherkasova,,Belarus, Solidarnost,,,,,,,,,,,,,,,,,,,,,
596,10/27/04,Liqaa Abdul Razzak,,Iraq, Al-Sharqiya TV,,,,,,,,,,,,,,,,,,,,,
597,11/1/04,Dhia Najim,Male,Iraq,freelance,Iraq,Television,Camera Operator,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
598,11/7/04,Antoine Mass_,Male,Ivory Coast,Le Courrier d'Abidjan,Ivory Coast,Print,Print Reporter,Human Rights,No,Local,Military Officials,Dangerous Assignment,,No,No,No,,,,,,,,,
599,11/8/04,Dilip Mohapatra,,India,Aji Kagoj,,,,,,,,,,,,,,,,,,,,,
600,11/12/04,Gene Boyd Lumawag,Male,Philippines,MindaNews,Philippines,Print,Photographer,"Corruption, Politics",No,Local,Criminal Group,Murder,Partial,No,No,No,,,,,,,,,
601,11/13/04,Herson Hinolan,Male,Philippines,Bombo Radyo,Philippines,Radio,Broadcast,"Corruption, Crime",No,Local,Criminal Group,Murder,Partial,No,No,No,,,,,,,,,
602,11/27/04,Stephen Omaois,,Philippines,Guru Press,,,,,,,,,,,,,,,,,,,,,
603,11/27/04,Allan Dizon,,Philippines,"The Freeman, Banat",,,,,,,,,,,,,,,,,,,,,
604,12/11/04,Lanka Jayasundara,Male,Sri Lanka,Wijeya Publications,Sri Lanka,Print,Print Reporter,"Culture, Sports",No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
605,12/16/04,Deyda Hydara,Male,Gambia,The Point,"Gambia, The",Print,Editor,,No,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
606,2/7/05,Allah Noor,Male,Pakistan,Khyber TV,Pakistan,Print,Photographer,War,Yes,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
607,2/7/05,Amir Nowab,Male,Pakistan,Associated Press Television News and Frontier Post,Pakistan,Television,Broadcast,War,Yes,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
608,2/9/05,Kate Peyton,Female,Somalia,BBC,United Kingdom,Television,Producer,"Politics, War",No,Foreign,Criminal Group,Murder,Yes,No,No,No,,,,,,,,,
609,2/9/05,Abdul-Hussein Khazal,,Iraq,Al-Hurra,,,,,,,,,,,,,,,,,,,,,
610,2/11/05,Sheikh Belaluddin,Male,Bangladesh,Sangram,Bangladesh,Print,Print Reporter,,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
611,2/14/05,Pongkiat Saetang,,Thailand,Had Yai Post,,,,,,,,,,,,,,,,,,,,,
612,2/25/05,Raeda Wazzan,Female,Iraq,Al-Iraqiya,Iraq,Television,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,Yes,Yes,No,,,,,,,,,
613,2/25/05, Unidentified,,Iraq,Al-Hurra,Iraqi,,,,,,,,,,,,,,,,,,,,
614,2/28/05,Arnulfo Villanueva,,Philippines,Asian Star Express Balita,,,,,,,,,,,,,,,,,,,,,
615,3/2/05,Elmar Huseynov,Male,Azerbaijan,Monitor,Azerbaijan,Print,Editor,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,No,,,,,,,,,
616,3/10/05,Laiq Ibrahim Nowruz al-Kakaie,,Iraq,Kurdistan TV,Iraqi,,,,,,,,,,,,,,,,,,,,
617,3/14/05,Hussam Sarsam,Male,Iraq,Kurdistan TV,Iraq,Television,Camera Operator,War,No,Local,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
618,3/24/05,Marlene Garcia-Esperat,Female,Philippines,Midland News and DXKR,Philippines,Print,Columnist,Corruption,No,Local,Government Officials,Murder,Partial,No,Yes,No,,,,,,,,,
619,4/1/05,Ahmed Jabbar Hashim,Male,Iraq,Al-Sabah,Iraq,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
620,4/4/05,Robenson Laraque,Male,Haiti,Tele Contact,Haiti,Radio,Broadcast,War,No,Local,Military Officials,Dangerous Assignment,,No,No,No,,,,,,,,,
621,4/14/05,Fadhil Hazem Fadhil,Male,Iraq,Al-Hurriya,Iraq,Television,Broadcast,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
622,4/14/05,Ali Ibrahim Issa,Male,Iraq,Al-Hurriya,Iraq,Television,Broadcast,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
623,4/15/05,Saman Abdullah Izzedine,Male,Iraq,Kirkuk TV,Iraq,Television,Broadcast,War,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
624,4/23/05,Saleh Ibrahim,Male,Iraq,Associated Press Television News,Iraq,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
625,4/29/05,Dharmeratnam Sivaram,Male,Sri Lanka,TamilNet and Daily Mirror,Sri Lanka,"Print, Internet",Columnist,"Politics, War",No,Local,Government Officials,Murder,Yes,Yes,Yes,No,,,,,,,,,
626,5/4/05,Klein Cantoneros,Male,Philippines,DXAA-FM,Philippines,Radio,Columnist,"Corruption, Crime",Yes,Local,Government Officials,Murder,Partial,No,Yes,No,,,,,,,,,
627,5/10/05,Philip Agustin,Male,Philippines,Starline Times Recorder,Philippines,Print,Editor,"Corruption, Crime",No,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
628,5/15/05,Ahmed Adam,Male,Iraq,Al-Mada,Iraq,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
629,5/15/05,Najem Abed Khudair,Male,Iraq,Al-Mada,Iraq,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
630,5/21/05,Pavel Makeev,Male,Russia,Puls,Russia,Television,Camera Operator,Crime,No,Local,Criminal Group,Murder,Yes,No,No,No,,,,,,,,,
631,5/31/05,Jerges Mahmood Mohamad Suleiman,Male,Iraq,Nineveh TV,Iraq,Television,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
632,6/2/05,Samir Qassir,Male,Lebanon,Al-Nahar,Lebanon,Print,Columnist,Politics,No,Local,Government Officials,Murder,Yes,No,Yes,No,,,,,,,,,
633,6/2/05,Daif al-Gahzal al-Shuhaibi,Male,Libya,freelance,Libya,Internet,Internet Reporter,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,Yes,No,No,,,,,,,,,
634,6/5/05,Duniya Muhyadin Nur,Female,Somalia,Capital Voice,Somalia,Radio,Broadcast,Human Rights,No,Local,Local Residents,Dangerous Assignment,,No,No,No,,,,,,,,,
635,6/25/05,Bardhyl Ajeti,Male,Serbia,Bota Sot,Serbia/Montenegro,Print,"Columnist, Print Reporter",Politics,No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
636,6/25/05,Maha Ibrahim,Female,Iraq,Baghdad TV,Iraq,Television,Producer,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
637,6/28/05,Ahmed Wael Bakri,Male,Iraq,Al-Sharqiyah,Iraq,Television,Producer,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
638,6/28/05,Magomedzagid Varisov,Male,Russia,Novoye Delo,Russia,Print,Print Reporter,"Politics, War",No,Local,Military Officials,Murder,Yes,No,Yes,No,,,,,,,,,
639,7/1/05,Khaled al-Attar,Male,Iraq,Al-Iraqiya,Iraq,Television,"Columnist, Producer",War,No,Local,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
640,7/3/05,"Rolando ""Dodong"" Morales",Male,Philippines,DXMD,Philippines,Radio,Columnist,Crime,No,Local,Criminal Group,Murder,Yes,No,Yes,No,,,,,,,,,
641,7/14/05,Jacques Roche,,Haiti, Le Matin,,,,,,,,,,,,,,,,,,,,,
642,7/23/05,Adnan al-Bayati,Male,Iraq,TG3,Iraq,Television,Producer,War,Yes,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
643,7/28/05,Harry Yansaneh,Male,Sierra Leone,For Di People,Sierra Leone,Print,"Columnist, Editor",Politics,No,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
644,8/3/05,Steven Vincent,Male,Iraq,freelance,United States,Print,Print Reporter,"Corruption, Crime, War",Yes,Foreign,Criminal Group,Murder,Yes,Yes,No,No,,,,,,,,,
645,8/12/05,Relangi Selvarajah,Female,Sri Lanka,Sri Lanka Rupavahini Corp.,Sri Lanka,Radio,Columnist,"Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
646,8/27/05,Rafed Mahmoud Said al-Anbagy,Male,Iraq,Diyala TV and Radio,Iraq,Television,"Broadcast, Producer","Culture, Sports, War",No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
647,8/28/05,Waleed Khaled,Male,Iraq,Reuters,Iraq,Television,Technician,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
648,9/17/05,Hind Ismail,Female,Iraq,As-Saffir,Iraq,Print,Print Reporter,"Politics, War",No,Local,Political Group,Murder,Yes,Yes,No,Yes,,,,,,,,,
649,9/19/05,Fakher Haider,Male,Iraq,The New York Times,Iraq,Print,Print Reporter,"Corruption, War",Yes,Local,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
650,9/20/05,Firas Maadidi,Male,Iraq,As-Saffir and Al-Masar,Iraq,Print,Editor,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
651,9/21/05,Ahlam Youssef,,Iraq,Al-Iraqiya,Iraqi,,,,,,,,,,,,,,,,,,,,
652,10/4/05,Maheshwar Pahari,Male,Nepal,Rastriya Swabhiman,Nepal,Print,Print Reporter,"Politics, War",No,Local,Government Officials,Dangerous Assignment,,Yes,No,No,,,,,,,,,
653,10/17/05,Vasily Grodnikov,,Belarus,Narodnaya Volya,,,,,,,,,,,,,,,,,,,,,
654,10/19/05,Mohammed Haroon,Male,Iraq,Al-Kadiya,Iraq,Print,Editor,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
655,11/2/05,Santi Lamaneenil,,Thailand,Pattaya Post,,,,,,,,,,,,,,,,,,,,,
656,11/3/05,Franck Kangundu,,Democratic Republic of the Congo,La R_f_rence Plus,,,,,,,,,,,,,,,,,,,,,
657,11/7/05,Ahmed Hussein Al-Maliki,Male,Iraq,Talafar al-Yawm,Iraq,Print,Editor,Politics,No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
658,11/17/05,Gautam Das,Male,Bangladesh,Samakal,Bangladesh,Print,Print Reporter,"Corruption, Crime, Politics",No,Local,Government Officials,Murder,Partial,No,No,No,,,,,,,,,
659,11/18/05,"Ricardo ""Ding"" Uy",,Philippines,DZRS,,,,,,,,,,,,,,,,,,,,,
660,11/20/05,Robert Ramos,,Philippines,Katapat,,,,,,,,,,,,,,,,,,,,,
661,12/1/05,George Benaojan,,Philippines,DYBB and Bantay Balita,,,,,,,,,,,,,,,,,,,,,
662,12/12/05,Gebran Tueni,Male,Lebanon,Al-Nahar,Lebanon,Print,Columnist,Politics,No,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
663,1/6/06,Prahlad Goala,Male,India,Asomiya Khabar,India,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,Yes,No,,,,,,,,,
664,1/7/06,Allan Enwiyah,,Iraq,freelance,Iraqi,,,,,,,,,,,,,,,,,,,,
665,1/8/06,Vagif Kochetkov,Male,Russia,Trud and Tulsky Molodoi Kommunar,Russia,Print,"Columnist, Print Reporter","Business, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
666,1/24/06,Subramaniyam Sugitharajah,Male,Sri Lanka,Sudar Oli,Sri Lanka,Print,Print Reporter,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
667,1/25/06,Mahmoud Za'al,Male,Iraq,Baghdad TV,Iraq,Television,Broadcast,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
668,2/2/06,Wu Xianghu,Male,China,Taizhou Wanbao,China,Print,Editor,Corruption,No,Local,Government Officials,Murder,Yes,Yes,Yes,No,,,,,,,,,
669,2/17/06,Mohammad Siddik,,Iraq,Voice of America,Iraqi,,,,,,,,,,,,,,,,,,,,
670,2/23/06,Atwar Bahjat,Female,Iraq,Al-Arabiya,Iraq,Television,Broadcast,War,No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
671,2/23/06,Adnan Khairallah,Male,Iraq,Wasan Productions and Al-Arabiya,Iraq,Television,Technician,War,Yes,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
672,2/23/06,Khaled Mahmoud al-Falahi,Male,Iraq,Wasan Productions and Al-Arabiya,Iraq,Television,Camera Operator,War,Yes,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
673,2/26/06,Ilya Zimin,,Russia,NTV,,,,,,,,,,,,,,,,,,,,,
674,3/7/06,Munsuf Abdallah al-Khaldi,Male,Iraq,Baghdad TV,Iraq,Television,Broadcast,Culture,No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
675,3/9/06,Jaime Arturo Olvera Bravo,,Mexico,freelance,,,,,,,,,,,,,,,,,,,,,
676,3/11/06,Amjad Hameed,Male,Iraq,Al-Iraqiya,Iraq,Television,Producer,War,No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
677,3/11/06,Anwar Turki,,Iraq,Al-Iraqiya,Iraqi,,,,,,,,,,,,,,,,,,,,
678,3/13/06,Muhsin Khudhair,Male,Iraq,Alef Ba,Iraq,Print,Editor,War,No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
679,3/26/06,Kamal Manahi Anbar,Male,Iraq,freelance,Iraq,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
680,4/4/06,So'oud Muzahim al-Shoumari,Male,Iraq,Al-Baghdadia,Iraq,Television,Broadcast,"Corruption, Human Rights, War",No,Local,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
681,4/4/06,Orlando Tapios Mendoza,,Philippines, freelance,,,,,,,,,,,,,,,,,,,,,
682,4/5/06,Jorge Aguirre,Male,Venezuela,Cadena Capriles (El Mundo),Venezuela,Print,Photographer,Human Rights,No,Local,Local Residents,Murder,No,No,No,No,,,,,,,,,
683,4/29/06,Herliyanto,Male,Indonesia,Radar Surabaya and Jimber News Visioner,Indonesia,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
684,5/5/06,Abdel Majid al-Mehmedawi,,Iraq,freelance,,,,,,,,,,,,,,,,,,,,,
685,5/7/06,Isma'il Muhammad Khalal,,Iraq,Al-Sabah,Iraqi,,,,,,,,,,,,,,,,,,,,
686,5/8/06,Laith al-Dulaimi,Male,Iraq,Al-Nahrain,Iraq,Television,Broadcast,War,No,Local,Unknown Fire,Murder,Yes,Yes,No,No,,,,,,,,,
687,5/8/06,Muazaz Ahmed Barood,,Iraq, Al-Nahrain ,Iraqi,,,,,,,,,,,,,,,,,,,,
688,5/22/06,Fernando Batul,Male,Philippines,DZRH and DYPR,Philippines,Radio,Columnist,Corruption,Yes,Local,Government Officials,Murder,Yes,No,Yes,No,,,,,,,,,
689,5/29/06,Paul Douglas,Male,Iraq,CBS,United Kingdom,Television,Camera Operator,War,No,Foreign,Political Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
690,5/29/06,James Brolan,Male,Iraq,CBS,United Kingdom,Television,Technician,War,No,Foreign,Political Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
691,5/29/06,Munir Ahmed Sangi,Male,Pakistan,Kawish Television Network,Pakistan,Television,Camera Operator,Human Rights,No,Local,Political Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
692,5/31/06,Ali Jaafar,Male,Iraq,Al-Iraqiya,Iraq,Television,Broadcast,Sports,No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
693,6/10/06,Arun Narayan Dekate,,India, Tarun Bharat,,,,,,,,,,,,,,,,,,,,,
694,6/13/06,Ibrahim Seneid,Male,Iraq,Al-Bashara,Iraq,Print,Editor,War,No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
695,6/16/06,Hayatullah Khan,Male,Pakistan,freelance,Pakistan,Print,Photographer,"Corruption, War",Yes,Local,Military Officials,Murder,Yes,Yes,Yes,Yes,,,,,,,,,
696,6/19/06,Maricel Vigo,Female,Philippines,DXND,Philippines,Radio,Columnist,Human Rights,Yes,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
697,6/19/06,George Vigo,Male,Philippines,Union of Catholic Asian News,Philippines,Radio,Broadcast,"Corruption, Human Rights",Yes,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
698,6/23/06,Martin Adler,Male,Somalia,freelance,Sweden,Print,Photographer,"Human Rights, Politics",Yes,Foreign,Criminal Group,Murder,Yes,No,No,No,,,,,,,,,
699,6/28/06,Alaa Hassan,,Iraq,Inter Press Service,,,,,,,,,,,,,,,,,,,,,
700,6/29/06,Osama Qadir,,Iraq, freelance,,,,,,,,,,,,,,,,,,,,,
701,7/1/06,Sampath Lakmal,,Sri Lanka,Sathdina,,,,,,,,,,,,,,,,,,,,,
702,7/8/06,Bapuwa Mwamba,,Democratic Republic of the Congo, freelance,,,,,,,,,,,,,,,,,,,,,
703,7/18/06,Armando Pace,Male,Philippines, DXDS,Philippine,Radio,Columnist,Politics,Yes,Local,Unknown Fire,Murder,Partial,No,Yes,No,,,,,,,,,
704,7/22/06,Abdul Qodus,Male,Afghanistan,Aryana TV,Afghanistan,Television,Camera Operator,War,No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
705,7/22/06,Suleiman al-Chidiac,,Lebanon,Lebanese Broadcasting Corporation,Lebanon,,,,,,,,,,,,,,,,,,,,
706,7/23/06,Layal Najib,Female,Lebanon,freelance,Lebanon,Print,Photographer,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
707,7/26/06,Yevgeny Gerasimenko,,Russia,Saratovsky Rasklad,,,,,,,,,,,,,,,,,,,,,
708,7/29/06,Adel Naji al-Mansouri ,Male,Iraq,Al-Alam,Iraq,Television,Broadcast,War,No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
709,7/30/06,Riyad Muhammad Ali,Male,Iraq,Talafar al-Yawm,Iraq,Print,Print Reporter,"Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
710,8/7/06,Mohammad Abbas Mohammad,Male,Iraq,Al-Bayinnah al-Jadida,Iraq,Print,Editor,"Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
711,8/7/06,Ismail Amin Ali,Male,Iraq,freelance,Iraq,Print,Columnist,"Politics, War",Yes,Local,Political Group,Murder,Yes,Yes,No,Yes,,,,,,,,,
712,8/9/06,Enrique Perea Quintanilla,,Mexico," Dos Caras, Una Verdad",,,,,,,,,,,,,,,,,,,,,
713,8/20/06,Sinnathamby Sivamaharajah,,Sri Lanka,Namathu Eelanadu,,,,,,,,,,,,,,,,,,,,,
714,8/27/06,Unidentified,,Iraq,Al-Sabah,Iraqi,,,,,,,,,,,,,,,,,,,,
715,Sep-06,Ogulsapar Muradova,Female,Turkmenistan,Radio Free Europe/Radio Liberty,Turkmen,Radio,Broadcast,Human Rights,No,Local,Government Officials,Murder,Yes,Yes,Yes,Yes,,,,,,,,,
716,9/6/06,Mohammed Taha Mohammed Ahmed,Male,Sudan,Al-Wifaq,Sudan,Print,Editor,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Yes,Yes,Yes,Yes,,,,,,,,,
717,9/9/06,Abdel Karim al-Rubai,Male,Iraq,Al-Sabah,Iraq,Print,Editor,War,No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
718,9/9/06,Eduardo Maas Bol,,Guatemala,Radio Punto,,,,,,,,,,,,,,,,,,,,,
719,9/12/06,Hadi Anawi al-Joubouri,,Iraq, freelance,,,,,,,,,,,,,,,,,,,,,
720,9/13/06,Safa Isma'il Enad,Male,Iraq,freelance,Iraq,Print,Photographer,War,Yes,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
721,9/18/06,Ahmed Riyadh al-Karbouli,Male,Iraq,Baghdad TV,Iraq,Television,"Broadcast, Camera Operator","Human Rights, War",No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
722,10/4/06,Jassem Hamad Ibrahim,,Iraq,Al-Iraqiya,Iraq,,,,,,,,,,,,,,,,,,,,
723,10/7/06,Anna Politkovskaya,Female,Russia,Novaya Gazeta,Russia/United States,Print,Print Reporter,"Corruption, Human Rights, War",No,Local,Unknown Fire,Murder,Partial,No,Yes,No,,,,,,,,,
724,10/7/06,Christian Struwe,Male,Afghanistan,freelance,Germany,Radio,Broadcast,"Politics, War",No,Foreign,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
725,10/7/06,Karen Fischer,Female,Afghanistan,freelance,Germany,Radio,Broadcast,"Politics, War",Yes,Foreign,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
